,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,City,Age,Married,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Senior_Citizen_Numeric,Total_Services,Service_Value,Customer_Segment,Churn Predicted
6726,7558-IMLMT,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.8,1411.9,No,Stanton,48,Yes,6,67,8.82,0,No,No,0.0,0,590.94,4,0,1,0.04807692307692307,VIP,0
6727,9488-FYQAU,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,No,Artesia,64,Yes,8,63,10.67,23,Yes,Yes,0.0,0,672.21,4,0,7,0.06407322654462243,VIP,0
6728,3590-TCXTB,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,Cerritos,50,No,0,1,31.97,0,No,No,0.0,0,31.97,5,0,1,0.04914004914004914,New,0
6729,6994-KERXL,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.9,238.5,No,Avalon,51,No,0,4,17.7,22,No,Yes,0.0,0,70.8,3,0,2,0.03577817531305903,New,0
6730,7957-RYHQD,Yes,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,Bellflower,65,No,0,40,44.86,4,No,Yes,0.0,0,1794.4,1,1,3,0.03787878787878788,Loyal,1
6731,2180-DXNEG,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,Yes,Harbor City,46,No,0,12,25.54,27,No,Yes,0.0,0,306.48,1,0,4,0.041666666666666664,New,1
6732,1960-UOTYM,No,Yes,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.2,4016.3,No,Lakewood,61,Yes,5,52,16.53,12,No,Yes,0.0,0,859.5600000000001,4,0,6,0.07575757575757576,VIP,0
6733,2740-JFBOK,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.0,226.55,No,Lakewood,35,No,0,10,3.01,0,No,No,0.0,0,30.099999999999998,5,0,2,0.08333333333333333,New,0
6734,6500-JVEGC,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35,7110.75,No,Lakewood,56,No,0,68,11.22,7,No,Yes,0.0,0,762.96,4,0,6,0.05920078934385792,VIP,0
6735,5515-AKOAJ,No,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,Yes,Hawaiian Gardens,38,No,0,54,41.83,9,Yes,Yes,0.0,0,2258.8199999999997,1,0,5,0.04995004995004995,VIP,1
6736,8976-OQHGT,No,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,56.5,235.1,Yes,Lomita,38,Yes,5,4,42.71,56,Yes,Yes,0.0,0,170.84,2,0,3,0.05309734513274336,New,1
6737,5245-VDBUR,No,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,No,Los Alamitos,58,Yes,4,52,0.0,8,No,Yes,0.0,0,0.0,4,0,2,0.05641748942172073,VIP,0
6738,6230-BSUXY,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,Paramount,71,No,0,1,42.5,8,No,Yes,0.0,0,42.5,2,1,3,0.03529411764705882,New,1
6739,8469-SNFFH,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),79.4,5528.9,No,San Pedro,40,Yes,0,70,43.46,21,Yes,Yes,0.0,0,3042.2000000000003,4,0,7,0.08816120906801007,VIP,0
6740,2144-ESWKO,No,No,No,43,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.2,1463.7,No,San Pedro,47,No,0,43,0.0,4,No,Yes,0.0,0,0.0,3,0,2,0.056818181818181816,Loyal,0
6741,1241-FPMOF,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1025.05,No,Seal Beach,31,No,0,52,21.98,0,No,No,0.0,0,1142.96,4,0,1,0.050890585241730284,VIP,0
6742,9928-BZVLZ,No,No,No,12,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,49.85,552.1,No,Sunset Beach,58,No,0,12,0.0,7,Yes,Yes,0.0,0,0.0,3,0,4,0.0802407221664995,New,0
6743,4114-QMKVN,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.75,3815.4,No,Surfside,25,Yes,7,56,7.31,76,No,No,0.0,110,409.35999999999996,3,0,5,0.07272727272727272,VIP,0
6744,9003-CPATH,No,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.9,3313.4,No,Carson,53,No,0,42,9.46,14,No,Yes,23.47,0,397.32000000000005,4,0,3,0.03754693366708385,Loyal,0
6745,1754-GKYPY,Yes,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,No,Carson,65,Yes,8,22,22.38,14,No,Yes,0.0,0,492.35999999999996,3,1,3,0.033426183844011144,Regular,0
6746,5294-CDGWY,No,Yes,Yes,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,Yes,Long Beach,51,Yes,1,51,0.0,2,No,Yes,0.0,0,0.0,1,0,5,0.08431703204047218,VIP,1
6747,7956-XQWGU,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,No,Long Beach,43,No,0,27,2.59,0,No,No,29.59,0,69.92999999999999,4,0,1,0.051546391752577324,Established,0
6748,1591-MQJTP,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15,No,Long Beach,76,Yes,7,51,2.21,10,No,Yes,0.0,0,112.71,4,1,5,0.05339028296849973,VIP,0
6749,5295-PCJOO,No,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,Yes,Long Beach,44,No,0,4,9.77,16,No,No,0.0,10,39.08,1,0,2,0.04048582995951417,New,1
6750,2369-FEVNO,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,No,Long Beach,36,No,0,1,7.76,0,No,No,0.0,0,7.76,3,0,1,0.05025125628140704,New,1
6751,9863-JZAIC,No,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.0,2010.55,Yes,Long Beach,60,No,0,35,48.93,14,No,Yes,0.0,0,1712.55,1,0,2,0.03636363636363636,Established,1
6752,7471-MQPOS,Yes,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,No,Long Beach,74,Yes,1,71,46.11,20,Yes,No,0.0,20,3273.81,4,1,6,0.0823045267489712,VIP,0
6753,7660-HDPJV,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,Long Beach,51,No,0,1,10.08,18,No,Yes,0.0,0,10.08,2,0,1,0.014450867052023121,New,1
6754,5115-SQAAU,No,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1673.4,No,Long Beach,55,Yes,5,69,20.98,0,No,No,28.09,0,1447.6200000000001,4,0,2,0.078125,VIP,0
6755,9845-QOMAD,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.75,309.35,No,Long Beach,38,Yes,6,14,26.99,0,No,No,6.49,0,377.85999999999996,3,0,1,0.05063291139240506,Regular,0
6756,7672-VFMXZ,No,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,3171.6,No,Long Beach,31,Yes,6,57,15.48,15,Yes,Yes,34.59,0,882.36,3,0,3,0.05385996409335727,VIP,0
6757,9739-JLPQJ,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.5,8670.1,No,Long Beach,58,Yes,9,72,33.37,16,Yes,Yes,47.55,0,2402.64,4,0,8,0.06808510638297872,VIP,0
6758,9916-AYHTC,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,916.0,No,Altadena,63,No,0,48,32.04,0,No,No,0.0,0,1537.92,5,0,1,0.05037783375314861,Loyal,0
6759,3855-ONCAR,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,No,Arcadia,35,Yes,9,4,41.93,53,No,Yes,37.01,0,167.72,4,0,2,0.025348542458808618,New,0
6760,1488-SYSFC,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.65,702.05,No,Arcadia,31,Yes,10,31,9.56,0,No,No,43.76,0,296.36,4,0,1,0.04842615012106538,Established,0
6761,7931-PXHFC,No,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,Yes,Duarte,46,No,0,38,46.21,14,Yes,Yes,0.0,0,1755.98,3,0,4,0.06420545746388444,Loyal,0
6762,3990-QYKBE,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,Yes,La Canada Flintridge,74,Yes,3,37,49.37,4,No,Yes,0.0,0,1826.6899999999998,1,1,4,0.043243243243243246,Loyal,1
6763,0970-QXPXW,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,Monrovia,28,No,0,1,42.42,0,No,No,0.0,0,42.42,3,0,1,0.050890585241730284,New,0
6764,3259-KNMRR,Yes,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2,No,Montrose,72,No,0,57,9.1,16,No,Yes,0.0,0,518.6999999999999,4,1,6,0.07523510971786834,VIP,0
6765,6120-RJKLU,Yes,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95,4819.75,No,Sierra Madre,69,Yes,9,62,24.62,29,Yes,Yes,0.0,0,1526.44,4,1,6,0.07504690431519699,VIP,0
6766,9572-WUKSB,No,Yes,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,No,South Pasadena,22,Yes,5,3,0.0,41,Yes,Yes,0.0,0,0.0,3,0,1,0.033444816053511704,New,0
6767,5893-KCLGT,No,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567.0,No,Sunland,56,No,0,72,15.21,0,No,No,25.98,0,1095.1200000000001,4,0,1,0.05063291139240506,VIP,0
6768,0076-LVEPS,No,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,No,Tujunga,57,No,0,29,0.0,21,Yes,Yes,12.26,0,0.0,4,0,4,0.08888888888888889,Established,0
6769,3640-JQGJG,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.8,559.2,No,Pasadena,25,Yes,0,13,6.18,59,No,No,37.49,90,80.34,3,0,1,0.022321428571428572,Regular,0
6770,4919-MOAVT,No,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,Yes,Pasadena,53,No,0,3,39.38,23,No,Yes,0.0,0,118.14000000000001,2,0,1,0.014357501794687724,New,1
6771,1596-OQSPS,No,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1,531.15,No,Pasadena,64,No,0,11,2.95,21,No,Yes,0.0,0,32.45,4,0,2,0.03913894324853229,New,0
6772,9867-XOBQA,No,No,Yes,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,53.15,1183.2,No,Pasadena,59,No,0,21,0.0,11,Yes,Yes,19.13,0,0.0,4,0,5,0.09407337723424271,Regular,0
6773,9546-KDTRB,No,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,465.85,No,Pasadena,62,No,0,19,11.86,0,No,No,1.65,0,225.33999999999997,5,0,2,0.08097165991902834,Regular,0
6774,3090-HAWSU,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes,Pasadena,44,No,0,61,7.82,11,Yes,Yes,0.0,0,477.02000000000004,1,0,7,0.06272401433691757,VIP,1
6775,9820-RMCQV,No,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,Yes,San Marino,43,No,0,11,19.01,8,No,No,0.0,130,209.11,1,0,2,0.0411946446961895,New,1
6776,3174-RKMOW,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,No,Glendale,24,Yes,8,35,48.3,73,Yes,Yes,31.9,0,1690.5,3,0,7,0.06366530241018645,Established,0
6777,1760-CAZHT,No,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,460.2,No,Glendale,55,No,0,25,3.07,0,No,No,21.81,0,76.75,5,0,1,0.04807692307692307,Established,0
6778,7839-QRKXN,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,Glendale,62,No,0,1,48.25,0,No,No,0.0,0,48.25,1,0,1,0.04950495049504951,New,1
6779,8441-SHIPE,No,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1790.35,No,Glendale,53,No,0,67,16.72,0,No,No,46.06,0,1120.24,3,0,2,0.078125,VIP,0
6780,5204-QZXPU,No,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,733.35,Yes,Glendale,50,No,0,19,0.0,21,No,Yes,0.0,0,0.0,1,0,2,0.05044136191677175,Regular,1
6781,4597-ELFTS,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334.0,Yes,Glendale,57,No,0,56,2.58,0,No,No,0.0,0,144.48000000000002,3,0,2,0.08032128514056225,VIP,0
6782,1320-GVNHT,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.4,7767.25,No,Glendale,56,Yes,4,72,27.88,30,No,No,0.0,30,2007.36,4,0,7,0.06457564575645756,VIP,0
6783,1047-RNXZV,No,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,No,Glendale,57,No,0,43,3.18,0,No,No,15.17,0,136.74,5,0,1,0.05115089514066496,Loyal,0
6784,3541-ZNUHK,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,4600.95,No,La Crescenta,51,Yes,5,55,20.1,19,No,Yes,14.3,0,1105.5,3,0,4,0.04700352526439483,VIP,0
6785,8450-JOVAH,No,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,Yes,Agoura Hills,62,Yes,1,2,5.67,53,No,Yes,0.0,0,11.34,1,0,3,0.05291005291005291,New,1
6786,8725-JEDFD,No,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,1793.25,No,Calabasas,26,No,0,27,34.98,26,No,Yes,22.72,0,944.4599999999999,5,0,1,0.01448225923244026,Established,0
6787,7562-UXTPG,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,886.7,No,Canoga Park,40,No,0,13,26.13,28,No,Yes,8.53,0,339.69,4,0,1,0.014255167498218103,Regular,0
6788,8071-SBTRN,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.15,7737.55,No,Canoga Park,63,No,0,70,23.15,17,No,Yes,46.26,0,1620.5,4,0,7,0.06297795771479982,VIP,0
6789,1113-IUJYX,No,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.95,1348.9,Yes,Winnetka,59,Yes,3,14,5.63,23,Yes,Yes,0.0,0,78.82,1,0,6,0.056630486078338836,Regular,1
6790,6668-CNMFP,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.35,1686.85,No,West Hills,24,Yes,1,19,36.92,52,Yes,Yes,0.0,0,701.48,4,0,4,0.044767767207610526,Regular,0
6791,5626-MGTUK,No,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,No,Chatsworth,50,No,0,20,24.73,25,No,No,15.43,30,494.6,3,0,4,0.044893378226711564,Regular,0
6792,5681-LLOEI,No,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,No,Encino,59,Yes,11,43,42.22,25,Yes,Yes,25.49,0,1815.46,3,0,5,0.0547945205479452,Loyal,0
6793,8212-DJRCH,No,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,No,Newbury Park,33,Yes,1,5,15.01,19,No,Yes,17.33,0,75.05,4,0,4,0.04427227448810183,New,0
6794,4323-OHFOW,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.55,7195.35,No,Newhall,72,Yes,1,70,33.74,24,Yes,Yes,0.0,0,2361.8,4,1,6,0.056845097110374235,VIP,0
6795,4933-BSAIP,No,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,780.1,No,Northridge,39,Yes,1,40,31.37,0,No,No,45.6,0,1254.8,3,0,1,0.05235602094240837,Loyal,0
6796,2030-BTZRO,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,107.6,No,Northridge,54,Yes,1,6,41.36,0,No,No,0.0,0,248.16,5,0,1,0.04901960784313726,New,0
6797,1116-DXXDF,No,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.45,3801.7,No,Porter Ranch,38,No,0,39,37.94,19,No,Yes,0.0,0,1479.6599999999999,4,0,5,0.049776007964161276,Loyal,0
6798,9274-CNFMO,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,Yes,Pacoima,76,Yes,1,4,28.11,27,No,Yes,0.0,0,112.44,2,1,2,0.0266844563042028,New,1
6799,7758-XKCBS,No,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25,Yes,Reseda,56,No,0,15,0.0,29,Yes,No,0.0,90,0.0,1,0,1,0.03367003367003367,Regular,1
6800,8992-JQYUN,No,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,50.35,Yes,San Fernando,40,Yes,1,1,0.0,20,No,Yes,0.0,0,0.0,1,0,3,0.05958291956305859,New,1
6801,6563-VNPMN,Yes,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,No,Sylmar,80,No,0,45,4.14,20,Yes,No,0.0,50,186.29999999999998,4,1,4,0.046674445740956826,Loyal,0
6802,0617-AQNWT,No,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,Yes,North Hills,61,Yes,5,64,0.0,27,Yes,Yes,0.0,0,0.0,1,0,4,0.08359456635318704,VIP,1
6803,2267-WTPYD,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.0,5438.95,No,Granada Hills,77,Yes,1,57,23.05,30,No,Yes,0.0,0,1313.8500000000001,5,1,5,0.05319148936170213,VIP,0
6804,0270-THENM,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,No,Mission Hills,62,Yes,1,72,28.37,18,Yes,Yes,25.24,0,2042.64,3,0,6,0.08589835361488905,VIP,0
6805,2446-PLQVO,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,Santa Clarita,32,No,0,1,5.67,7,No,Yes,0.0,0,5.67,2,0,1,0.01422475106685633,New,1
6806,4707-MAXGU,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,No,Canyon Country,36,Yes,1,72,36.03,0,No,No,5.73,0,2594.16,5,0,2,0.07736943907156672,VIP,0
6807,2710-WYVXG,No,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,No,Sun Valley,36,No,0,3,37.0,22,Yes,Yes,2.62,0,111.0,4,0,5,0.07032348804500704,New,0
6808,3005-NFMTA,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8,5617.75,Yes,Valencia,73,No,0,55,8.93,21,No,Yes,0.0,0,491.15,2,1,5,0.05060728744939271,VIP,1
6809,6300-BWMJX,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.35,5386.5,No,Valencia,45,Yes,1,59,20.78,26,Yes,Yes,36.07,0,1226.02,3,0,5,0.053561863952865565,VIP,0
6810,8784-CGILN,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,Yes,Tarzana,34,No,0,18,36.49,3,Yes,Yes,0.0,0,656.82,1,0,5,0.05007511266900351,Regular,1
6811,5389-FFVKB,Yes,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,Yes,Thousand Oaks,71,Yes,1,32,2.08,25,No,Yes,0.0,0,66.56,1,1,2,0.024906600249066005,Established,1
6812,7009-LGECI,No,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.55,235.65,No,Westlake Village,24,No,0,4,22.07,41,No,Yes,0.0,0,88.28,4,0,2,0.039564787339268055,New,0
6813,8444-WRIDW,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.45,5224.35,Yes,Thousand Oaks,72,No,0,66,45.59,24,No,No,0.0,140,3008.94,2,1,3,0.03729024238657551,VIP,1
6814,5022-KVDQT,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.3,2272.8,No,Woodland Hills,20,No,0,27,25.51,69,No,No,29.93,130,688.7700000000001,5,0,3,0.03690036900369004,Established,0
6815,7976-CICYS,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.7,83.75,No,Woodland Hills,49,No,0,4,27.04,0,No,No,0.0,0,108.16,4,0,1,0.04830917874396135,New,0
6816,1036-GUDCL,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.05,4663.4,No,Oak Park,59,Yes,1,60,39.76,76,Yes,Yes,0.0,0,2385.6,4,0,6,0.07590132827324478,VIP,0
6817,2005-DWQZJ,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,201.7,No,Stevenson Ranch,26,Yes,1,8,42.67,0,No,No,0.0,0,341.36,3,0,1,0.05249343832020997,New,0
6818,8148-WOCMK,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,125.0,No,Castaic,54,Yes,1,8,13.43,0,No,No,0.0,0,107.44,5,0,1,0.0510204081632653,New,0
6819,7815-PDTHL,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,684.4,No,Van Nuys,64,No,0,35,42.8,0,No,No,0.0,0,1498.0,3,0,1,0.04950495049504951,Established,0
6820,9451-LPGOO,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,Yes,Panorama City,22,No,0,7,30.61,59,No,Yes,0.0,0,214.26999999999998,2,0,3,0.03456221198156682,New,1
6821,9173-IVZVP,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,1146.05,No,Sherman Oaks,48,Yes,1,53,43.71,0,No,No,0.0,0,2316.63,5,0,1,0.04784688995215311,VIP,0
6822,9129-UXERG,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,No,Van Nuys,65,No,0,18,1.27,3,Yes,No,0.0,10,22.86,4,1,6,0.05791505791505792,Regular,0
6823,3635-JBPSG,No,No,No,15,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,38.8,603.0,No,Van Nuys,49,No,0,15,0.0,23,No,Yes,0.0,0,0.0,4,0,2,0.051546391752577324,Regular,0
